47718,0x0100,19 84
47753,0x0100,19 F8
47758,0x0009,00 85
47788,0x0100,1A 40
47793,0x0009,00 84
47822,0x0100,1A 04
47827,0x0009,00 85
47857,0x0100,19 C4
47862,0x0009,00 84
47892,0x0100,19 C8
47928,0x0100,19 D4
47933,0x0009,00 85
47964,0x0100,1A 08
48000,0x0100,1A 3C
48034,0x0100,1A 0C
48068,0x0100,19 C0
48103,0x0100,19 B0
48108,0x0009,00 84
48138,0x0100,19 9C
48174,0x0100,19 EC
48178,0x0009,00 85
48209,0x0100,1A 64
48215,0x0009,00 84
48245,0x0100,1A 54
48280,0x0100,1A 44
48285,0x0009,00 85
48315,0x0100,1A 30
48349,0x0100,1A 20
48384,0x0100,1A 00
48394,0x0076,00 D1
48420,0x0100,19 D4
48429,0x0076,00 D2
48455,0x0100,19 B8
48464,0x0076,00 D1
48486,0x0064,00 00
48491,0x0100,19 98
48526,0x0100,19 78
48536,0x0076,00 D6
48541,0x0070,00 12
0012
48561,0x0100,19 5C
48571,0x0076,00 D7
48576,0x0070,00 13
0013
48581,0x0001,00 01
48595,0x0100,19 28
48630,0x0100,18 FC
48666,0x0100,19 48
48675,0x0076,00 D8
48701,0x0100,19 F0
48737,0x0100,1A C8
48747,0x0076,00 DC
48751,0x0070,00 15
0015
48756,0x0001,00 02
48772,0x0100,1B 68
48782,0x0076,00 E3
48787,0x0070,00 17
0017
48807,0x0100,1C 2C
48817,0x0076,00 E4
48827,0x0001,00 03
48841,0x0100,1C BC
48852,0x0076,00 E6
48857,0x0070,00 18
0018
48876,0x0100,1D 84
48887,0x0076,00 EC
48892,0x0070,00 19
0019
48911,0x0100,1E 2C
48947,0x0100,1E DC
48956,0x0076,00 EA
48977,0x0064,00 FF
48983,0x0100,1F 70
48993,0x0076,00 E7
48997,0x0070,00 18
0018
49018,0x0100,20 40
49028,0x0076,00 E5
49033,0x0070,00 17
0017
49053,0x0100,21 08
49063,0x0076,00 E0
49068,0x0070,00 16
0016
49073,0x0001,00 02
49088,0x0100,22 2C
49098,0x0076,00 DD
49103,0x0070,00 15
0015
49122,0x0100,22 A0
49133,0x0076,00 DC
49157,0x0100,22 D4
49167,0x0076,00 DA
49173,0x0070,00 14
0014
49178,0x0001,00 01
49193,0x0100,22 AC
49202,0x0076,00 D5
49207,0x0070,00 12
0012
49212,0x0001,00 00
49238,0x0076,00 CE
49243,0x0070,00 10
0010
49264,0x0100,22 28
49274,0x0076,00 CD
49299,0x0100,21 68
49334,0x0100,1F 78
49368,0x0100,1E 14
49403,0x0100,1C F4
49439,0x0100,1B F4
49474,0x0100,19 A8
49510,0x0100,17 F0
49545,0x0100,18 78
49580,0x0100,19 3C
49614,0x0100,19 2C
49649,0x0100,19 10
49684,0x0100,19 30
49720,0x0100,19 5C
49756,0x0100,19 98
49792,0x0100,19 C8
49826,0x0100,19 A0
49860,0x0100,19 4C
49895,0x0100,19 3C
49930,0x0100,19 84
49966,0x0100,19 A4
49996,0x0064,00 00
50001,0x0100,19 80
50037,0x0100,19 94
50072,0x0100,19 FC
50107,0x0100,1A 58
50141,0x0100,1A 20
50176,0x0100,19 D4
50212,0x0100,19 B8
50247,0x0100,19 90
50283,0x0100,19 C0
50318,0x0100,19 E0
50353,0x0100,19 C0
50387,0x0100,19 B8
50422,0x0100,1A 3C
50458,0x0100,1A A4
50488,0x0064,00 FF
50493,0x0100,1A 24
50529,0x0100,19 B4
50564,0x0100,19 70
50599,0x0100,19 34
50633,0x0100,19 A0
50668,0x0100,1A 20
50704,0x0100,19 BC
50739,0x0100,19 30
50775,0x0100,19 5C
50810,0x0100,19 D8
50845,0x0100,19 D4
50879,0x0100,19 78
50914,0x0100,19 54
50949,0x0100,19 70
50985,0x0100,19 B0
51020,0x0100,19 FC
51056,0x0100,1A 28
51091,0x0100,19 EC
51126,0x0100,19 B0
51160,0x0100,19 A4
51195,0x0100,19 78
51231,0x0100,19 38
51266,0x0100,18 D8
51302,0x0100,19 58
51337,0x0100,19 B8
51372,0x0100,19 A8
51406,0x0100,19 9C
51441,0x0100,19 40
51472,0x0064,00 00
51477,0x0100,18 EC
51512,0x0100,19 54
51548,0x0100,19 D8
51584,0x0100,19 98
51618,0x0100,19 38
51652,0x0100,19 6C
51687,0x0100,19 E8
51722,0x0100,19 B0
51758,0x0100,19 20
51793,0x0100,18 E4
51829,0x0100,19 1C
51864,0x0100,19 68
51899,0x0100,19 A8
51933,0x0100,19 E8
51964,0x0064,00 FF
51968,0x0100,19 F0
52004,0x0100,19 C4
52039,0x0100,19 20
52075,0x0100,18 48
52110,0x0100,18 C8
52145,0x0100,19 9C
52179,0x0100,19 A4
52214,0x0100,19 B4
52250,0x0100,19 CC
52285,0x0100,19 F4
52321,0x0100,19 88
52356,0x0100,19 1C
52391,0x0100,19 54
52425,0x0100,19 C0
52460,0x0100,19 DC
52465,0x0009,00 86
52495,0x0100,19 C4
52500,0x0009,00 85
52531,0x0100,19 B0
52567,0x0100,19 A8
52602,0x0100,19 54
52637,0x0100,18 D4
52671,0x0100,18 84
52706,0x0100,18 E4
52711,0x0009,00 86
52741,0x0100,19 6C
52746,0x0009,00 85
52777,0x0100,19 AC
52781,0x0009,00 86
52812,0x0100,1A 00
52848,0x0100,19 B8
52883,0x0100,19 54
52888,0x0009,00 85
52918,0x0100,19 4C
52923,0x0009,00 86
52952,0x0100,19 38
52983,0x0064,00 00
52987,0x0100,19 18
53023,0x0100,18 E8
53058,0x0100,18 FC
53094,0x0100,19 20
53099,0x0009,00 85
53129,0x0100,19 44
53134,0x0009,00 86
53164,0x0100,19 84
53198,0x0100,19 80
53233,0x0100,19 34
53269,0x0100,19 48
53304,0x0100,19 E8
53340,0x0100,1A 00
53376,0x0100,19 AC
53410,0x0100,19 58
53444,0x0100,19 34
53474,0x0064,00 FF
